school,famsize,Medu,Fedu,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,freetime,goout,absences,G1,G2,G3,source,Pass
GP,GT3,1,1,course,mother,3,1,0,no,yes,no,yes,no,yes,yes,3,3,6,11,12,13,por,1
GP,GT3,3,4,course,mother,4,2,0,no,yes,no,no,yes,yes,no,3,3,2,12,11,11,por,1
GP,GT3,4,4,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,3,3,4,13,14,15,por,1
GP,GT3,1,1,course,mother,4,2,0,no,yes,no,no,yes,yes,no,1,3,0,14,13,13,por,1
GP,LE3,3,1,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,3,4,2,11,11,12,por,1
GP,GT3,3,2,course,other,1,3,0,no,yes,no,yes,no,yes,yes,3,3,10,12,11,11,por,1
GP,GT3,3,3,course,other,2,1,0,no,yes,no,yes,no,yes,yes,3,2,4,9,9,10,por,1
GP,GT3,4,4,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,3,2,6,13,14,14,por,1
GP,GT3,4,3,course,father,2,4,0,yes,yes,no,no,yes,yes,yes,2,2,6,9,11,11,por,1
GP,GT3,4,4,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,3,3,0,15,13,13,por,1
GP,LE3,2,2,reputation,father,2,1,0,no,yes,no,yes,yes,yes,yes,3,3,4,12,11,11,por,1
GP,LE3,1,1,course,mother,1,1,0,no,no,no,no,yes,yes,yes,4,4,4,10,11,11,por,1
GP,GT3,2,1,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,4,5,22,9,7,6,por,0
GP,GT3,1,1,course,father,1,2,0,no,yes,no,no,yes,yes,yes,4,2,0,12,12,12,por,1
GP,LE3,2,1,home,mother,2,1,0,no,yes,no,yes,yes,no,yes,4,2,0,11,10,10,por,1
GP,GT3,3,2,home,father,1,2,1,no,yes,no,no,yes,yes,yes,3,2,2,11,11,11,por,1
GP,GT3,1,2,course,mother,1,2,0,no,yes,no,no,no,yes,yes,3,2,6,13,12,13,por,1
GP,GT3,4,4,course,mother,1,1,0,no,yes,no,no,yes,no,yes,3,2,16,9,9,8,por,0
GP,LE3,2,1,course,mother,1,1,1,no,no,no,yes,yes,yes,no,4,4,6,9,10,10,por,1
GP,GT3,3,3,reputation,other,2,3,0,no,yes,yes,yes,yes,yes,yes,2,1,2,13,13,13,por,1
GP,GT3,3,2,home,mother,1,1,0,no,yes,no,no,yes,no,yes,5,4,6,11,9,11,por,1
GP,GT3,4,4,course,mother,1,1,0,yes,yes,no,no,yes,yes,no,2,1,0,13,13,13,por,1
GP,LE3,1,2,reputation,mother,1,1,3,no,no,no,no,yes,yes,no,2,2,14,9,8,10,por,1
GP,GT3,2,2,course,mother,3,1,0,no,no,no,no,no,yes,no,2,2,4,12,10,11,por,1
GP,LE3,2,1,course,mother,2,1,1,no,no,yes,yes,yes,no,yes,3,2,8,8,8,9,por,0
GP,GT3,3,2,course,mother,2,2,2,yes,yes,no,no,yes,yes,yes,4,4,4,7,6,8,por,0
GP,LE3,1,2,course,mother,2,1,0,no,no,no,yes,yes,yes,no,4,4,2,8,9,10,por,1
GP,GT3,1,3,course,father,1,1,1,no,no,no,no,yes,no,yes,3,3,2,9,8,8,por,0
GP,LE3,1,1,course,mother,4,2,0,no,no,no,yes,yes,no,no,3,5,0,8,8,8,por,0
GP,GT3,3,2,course,mother,2,1,3,no,yes,no,yes,no,no,no,5,2,10,8,7,8,por,0
GP,GT3,2,2,course,father,1,2,0,no,no,no,no,yes,no,yes,3,5,0,9,10,11,por,1
GP,GT3,4,2,home,father,1,2,0,no,no,no,no,yes,yes,yes,2,3,0,17,17,18,por,1
GP,GT3,2,2,home,mother,1,2,0,no,yes,no,no,no,yes,yes,1,5,0,12,12,13,por,1
GP,GT3,4,4,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,4,2,0,16,16,17,por,1
GP,GT3,3,4,course,father,3,1,1,no,yes,no,yes,no,yes,yes,4,5,4,9,9,10,por,1
GP,GT3,1,0,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,3,2,0,16,17,18,por,1
GP,LE3,4,4,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,4,4,0,11,9,10,por,1
GP,GT3,1,3,home,mother,1,2,0,no,no,no,yes,no,yes,yes,3,5,0,14,13,13,por,1
GP,LE3,3,3,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,4,5,0,14,14,15,por,1
GP,LE3,4,3,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,4,4,0,10,11,11,por,1
GP,GT3,2,2,reputation,mother,2,2,0,no,no,no,yes,no,yes,yes,4,4,0,13,12,14,por,1
GP,GT3,3,3,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,3,4,4,11,9,10,por,1
GP,GT3,4,2,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,3,3,8,10,9,11,por,1
GP,GT3,4,3,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,2,3,4,11,11,13,por,1
GP,GT3,4,3,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,4,3,4,11,10,11,por,1
GP,GT3,3,3,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,2,3,0,11,12,13,por,1
GP,GT3,2,4,reputation,father,1,2,0,no,yes,no,yes,yes,yes,no,4,2,0,17,18,17,por,1
GP,LE3,3,3,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,3,3,32,14,13,14,por,1
GP,GT3,3,2,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,2,2,8,14,15,16,por,1
GP,GT3,3,3,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,3,4,6,11,13,14,por,1
GP,GT3,1,2,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,3,3,0,10,9,11,por,1
GP,LE3,2,1,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,2,3,0,13,14,16,por,1
GP,GT3,3,3,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,3,3,10,12,13,14,por,1
GP,GT3,1,2,home,mother,1,2,0,no,no,no,no,yes,yes,no,1,3,6,9,9,10,por,1
GP,GT3,2,3,course,mother,1,2,0,no,no,no,no,yes,yes,yes,3,3,6,12,12,13,por,1
GP,GT3,1,1,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,3,3,0,12,11,12,por,1
GP,GT3,1,2,other,other,2,2,0,no,no,no,yes,no,yes,yes,4,4,16,10,11,12,por,1
GP,GT3,3,3,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,3,2,0,11,10,10,por,1
GP,GT3,2,3,home,father,2,1,0,no,no,no,no,yes,yes,yes,3,3,0,13,12,12,por,1
GP,LE3,2,4,course,father,1,2,0,no,no,no,yes,yes,yes,yes,3,2,8,14,15,16,por,1
GP,GT3,4,4,home,mother,1,1,0,no,no,no,no,yes,yes,yes,2,3,4,13,13,14,por,1
GP,LE3,3,3,home,father,3,1,0,no,yes,no,yes,yes,yes,yes,3,4,16,10,11,12,por,1
GP,GT3,4,4,home,mother,2,1,1,no,yes,no,no,yes,yes,yes,2,4,30,14,15,16,por,1
GP,LE3,4,4,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,5,2,0,11,10,11,por,1
GP,GT3,4,3,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,3,5,2,14,14,15,por,1
GP,GT3,2,3,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,no,4,3,4,11,12,12,por,1
GP,GT3,1,1,course,mother,1,2,0,no,yes,no,no,no,yes,no,4,4,0,14,15,15,por,1
GP,GT3,2,2,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,3,2,21,13,13,13,por,1
GP,GT3,2,2,reputation,mother,2,4,0,no,yes,no,yes,no,yes,yes,3,5,6,13,13,13,por,1
GP,GT3,3,4,home,mother,1,3,1,no,yes,yes,no,yes,yes,yes,4,3,14,8,9,8,por,0
GP,GT3,3,1,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,3,3,2,11,11,12,por,1
GP,GT3,1,1,home,mother,2,1,0,no,yes,no,no,yes,yes,no,3,2,2,12,13,13,por,1
GP,GT3,4,3,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,4,2,0,11,12,12,por,1
GP,GT3,3,3,reputation,other,1,4,0,no,yes,no,yes,yes,yes,yes,3,3,4,12,12,12,por,1
GP,LE3,4,4,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,3,5,15,13,12,12,por,1
GP,GT3,2,2,reputation,mother,1,2,0,yes,yes,no,no,yes,yes,yes,3,4,0,13,13,13,por,1
GP,GT3,2,2,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,4,4,10,12,11,11,por,1
GP,LE3,4,4,other,mother,1,1,0,no,yes,no,no,yes,yes,no,2,1,6,12,11,11,por,1
GP,LE3,3,2,reputation,mother,2,2,0,no,no,no,no,yes,yes,yes,4,4,2,14,16,15,por,1
GP,GT3,4,3,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,4,5,16,11,9,10,por,1
GP,LE3,3,3,home,father,1,2,0,no,yes,no,no,yes,yes,yes,2,4,10,10,10,10,por,1
GP,GT3,2,3,home,father,2,1,0,no,yes,no,no,yes,yes,no,3,3,4,12,13,13,por,1
GP,GT3,2,2,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,3,3,0,12,12,13,por,1
GP,GT3,2,1,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,2,5,0,11,10,11,por,1
GP,GT3,1,1,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,no,3,4,12,12,12,12,por,1
GP,GT3,2,3,other,mother,1,2,0,yes,no,no,no,yes,yes,yes,3,1,0,13,13,14,por,1
GP,GT3,2,2,home,mother,2,2,3,no,yes,yes,no,yes,yes,yes,3,3,9,10,9,10,por,1
GP,GT3,4,4,home,mother,1,3,0,no,yes,no,yes,no,yes,yes,3,2,4,15,16,16,por,1
GP,GT3,3,2,course,mother,1,2,0,no,no,no,yes,no,yes,yes,3,4,2,17,18,17,por,1
GP,LE3,2,3,reputation,father,1,2,0,no,yes,no,no,no,yes,yes,3,3,0,10,11,11,por,1
GP,GT3,2,1,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,2,3,0,15,15,16,por,1
GP,GT3,2,2,course,father,2,2,0,no,yes,no,yes,yes,yes,yes,5,2,0,12,13,13,por,1
GP,GT3,4,4,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,5,5,0,13,13,13,por,1
GP,GT3,4,4,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,2,4,0,13,13,14,por,1
GP,LE3,1,1,home,mother,2,2,0,no,yes,no,no,yes,yes,yes,4,2,2,9,9,9,por,0
GP,GT3,3,2,reputation,mother,2,3,0,no,no,no,yes,yes,yes,yes,3,3,0,12,12,12,por,1
GP,LE3,2,2,home,father,1,2,0,no,no,no,yes,no,yes,yes,4,2,0,16,16,16,por,1
GP,GT3,2,1,home,mother,1,1,0,no,no,no,no,yes,yes,yes,5,2,4,9,10,10,por,1
GP,GT3,4,1,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,3,3,0,14,13,13,por,1
GP,LE3,2,4,course,mother,2,2,1,no,yes,no,no,yes,yes,yes,3,3,18,10,10,10,por,1
GP,LE3,2,2,course,mother,1,2,1,no,yes,no,no,no,yes,yes,3,1,16,9,8,10,por,1
GP,GT3,3,3,course,mother,2,1,1,no,no,no,no,yes,no,yes,1,1,14,8,7,7,por,0
GP,GT3,2,2,course,other,1,1,1,no,yes,no,yes,no,no,yes,4,3,26,7,8,8,por,0
GP,GT3,4,4,course,mother,1,1,0,no,yes,no,yes,no,yes,yes,2,1,6,10,8,9,por,0
GP,GT3,3,2,course,father,1,2,0,no,no,no,yes,yes,yes,no,4,2,4,14,14,15,por,1
GP,GT3,1,2,course,mother,1,1,0,no,no,no,no,yes,no,yes,3,5,4,12,11,11,por,1
GP,GT3,2,1,course,mother,3,2,0,no,no,no,yes,yes,yes,no,1,1,2,13,13,13,por,1
GP,LE3,1,4,course,other,4,1,1,no,yes,no,no,yes,yes,yes,5,4,14,9,9,8,por,0
GP,GT3,2,2,reputation,father,1,2,0,no,no,no,no,yes,no,yes,5,4,16,8,7,8,por,0
GP,LE3,1,1,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,3,3,4,15,14,15,por,1
GP,LE3,4,2,course,mother,1,2,0,no,yes,no,yes,yes,yes,no,3,2,4,15,14,14,por,1
GP,LE3,4,3,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,5,5,8,15,15,15,por,1
GP,LE3,4,4,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,3,3,0,12,12,12,por,1
GP,GT3,4,4,course,mother,1,1,0,no,no,yes,yes,yes,yes,yes,3,2,4,14,15,15,por,1
GP,GT3,4,4,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,3,1,2,11,11,12,por,1
GP,GT3,1,1,home,father,2,3,0,no,no,no,no,no,yes,yes,3,3,2,13,14,15,por,1
GP,GT3,3,3,home,mother,2,3,0,no,yes,no,no,yes,yes,yes,2,2,10,11,11,11,por,1
GP,GT3,1,1,course,mother,1,2,0,yes,no,no,no,no,yes,no,3,2,10,10,9,10,por,1
GP,GT3,2,1,course,other,2,3,0,no,yes,no,no,no,yes,yes,4,4,10,12,10,11,por,1
GP,GT3,2,1,course,mother,3,1,0,no,no,no,no,yes,yes,yes,3,3,7,15,16,16,por,1
GP,GT3,1,1,course,father,1,2,0,no,yes,no,no,yes,yes,no,3,4,4,11,10,11,por,1
GP,GT3,2,3,course,father,2,1,0,no,no,no,no,yes,yes,yes,2,2,2,9,12,13,por,1
GP,GT3,3,1,other,mother,1,1,3,no,no,no,no,no,no,yes,4,5,12,7,8,5,por,0
GP,LE3,3,3,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,3,3,8,10,9,10,por,1
GP,GT3,0,2,other,mother,1,1,0,no,no,no,no,no,yes,yes,3,2,0,11,12,11,por,1
GP,GT3,3,2,course,mother,2,1,0,no,no,no,no,yes,no,yes,4,5,8,7,8,7,por,0
GP,GT3,3,3,reputation,other,3,2,1,yes,yes,no,no,no,yes,yes,3,3,4,9,11,10,por,1
GP,GT3,2,1,other,mother,1,1,2,no,no,no,no,no,no,yes,2,5,4,7,8,6,por,0
GP,GT3,2,1,course,mother,2,1,0,no,no,no,yes,no,yes,no,3,2,2,14,13,12,por,1
GP,GT3,2,1,course,mother,1,1,0,no,no,no,no,no,yes,yes,4,2,0,12,12,13,por,1
GP,LE3,1,1,course,mother,2,1,1,no,yes,no,yes,yes,yes,yes,4,4,0,9,10,10,por,1
GP,LE3,2,1,course,mother,1,2,0,no,yes,no,no,no,yes,yes,3,4,2,12,12,13,por,1
GP,LE3,4,2,reputation,mother,1,4,0,no,yes,no,yes,yes,yes,yes,2,3,2,14,15,17,por,1
GP,GT3,2,2,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,3,3,0,10,10,11,por,1
GP,LE3,2,1,course,mother,3,2,1,no,no,no,yes,no,no,yes,4,5,4,11,10,11,por,1
GP,GT3,4,2,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,3,4,2,11,12,14,por,1
GP,LE3,1,1,home,mother,1,3,0,no,yes,no,no,no,yes,no,4,3,4,11,12,14,por,1
GP,GT3,2,2,home,mother,1,2,0,yes,no,no,no,yes,yes,no,2,3,4,11,11,13,por,1
GP,LE3,4,3,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,3,1,4,11,13,14,por,1
GP,GT3,2,2,other,mother,2,1,0,no,no,no,no,no,no,no,2,2,0,9,10,10,por,1
GP,LE3,2,2,course,father,1,4,0,no,no,no,yes,yes,yes,yes,4,1,2,10,11,12,por,1
GP,GT3,2,1,course,other,2,2,0,no,yes,yes,yes,yes,no,yes,2,3,8,10,12,12,por,1
GP,GT3,4,3,home,father,1,2,0,no,yes,no,no,yes,yes,yes,1,2,2,15,15,15,por,1
GP,GT3,4,3,course,mother,1,2,0,no,yes,no,no,no,yes,yes,3,2,2,10,10,11,por,1
GP,GT3,3,2,course,mother,1,3,0,no,no,no,yes,no,yes,no,3,2,2,10,11,12,por,1
GP,GT3,3,3,home,mother,1,3,0,no,no,no,yes,no,yes,no,2,3,2,15,12,13,por,1
GP,GT3,2,2,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,3,3,0,11,12,13,por,1
GP,GT3,2,2,home,father,2,1,0,no,no,no,no,yes,no,yes,4,4,8,8,8,9,por,0
GP,LE3,3,4,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,2,5,6,15,16,16,por,1
GP,GT3,3,1,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,4,4,0,11,11,14,por,1
GP,GT3,4,4,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,3,4,8,10,11,12,por,1
GP,GT3,4,2,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,4,5,4,10,12,14,por,1
GP,GT3,3,3,home,other,1,2,0,no,yes,no,yes,yes,yes,yes,3,5,16,11,12,12,por,1
GP,GT3,2,3,reputation,father,1,4,0,no,yes,no,yes,yes,yes,yes,5,5,10,16,16,16,por,1
GP,LE3,1,1,home,mother,2,2,0,no,yes,no,no,no,yes,no,4,3,2,13,13,13,por,1
GP,GT3,1,2,home,mother,1,2,0,no,yes,no,yes,no,yes,no,5,2,2,16,17,18,por,1
GP,GT3,2,1,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,2,5,8,14,14,15,por,1
GP,LE3,2,2,course,mother,2,2,0,yes,yes,no,no,yes,yes,yes,4,4,6,12,12,12,por,1
GP,GT3,3,2,home,mother,2,2,0,no,no,no,no,no,no,yes,1,1,15,12,9,10,por,1
GP,GT3,4,4,home,mother,2,1,0,no,no,no,yes,yes,yes,yes,2,4,6,11,12,12,por,1
GP,GT3,4,4,reputation,father,1,2,1,yes,yes,no,yes,yes,yes,yes,4,4,2,14,12,13,por,1
GP,GT3,2,2,reputation,father,3,3,0,no,yes,no,no,yes,yes,yes,2,3,8,13,15,15,por,1
GP,GT3,3,2,reputation,father,1,2,1,yes,yes,no,no,yes,no,yes,3,3,0,9,8,10,por,1
GP,LE3,4,3,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,2,3,0,10,10,10,por,1
GP,GT3,1,2,home,other,2,1,0,no,no,no,no,no,no,yes,4,4,10,10,10,11,por,1
GP,LE3,4,1,home,mother,2,1,0,no,no,no,yes,yes,yes,yes,5,4,22,11,11,10,por,1
GP,LE3,3,2,home,mother,1,1,0,no,no,no,no,yes,yes,yes,4,4,18,13,13,13,por,1
GP,LE3,1,1,reputation,mother,2,4,0,no,yes,no,yes,yes,yes,no,2,2,2,17,17,18,por,1
GP,GT3,1,1,home,mother,2,2,0,yes,no,no,yes,yes,yes,yes,4,4,0,12,13,13,por,1
GP,GT3,2,2,course,mother,1,2,0,no,yes,no,no,no,yes,yes,4,5,12,12,12,14,por,1
GP,GT3,2,1,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,3,1,10,12,13,14,por,1
GP,GT3,1,1,reputation,father,1,2,0,no,no,no,no,no,yes,yes,3,3,0,12,12,12,por,1
GP,LE3,4,4,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,4,3,0,17,17,17,por,1
GP,GT3,4,2,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,3,2,2,15,16,16,por,1
GP,LE3,3,1,reputation,mother,2,4,0,no,yes,no,no,yes,yes,no,1,2,0,18,19,19,por,1
GP,LE3,3,2,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,4,2,0,14,15,15,por,1
GP,GT3,3,3,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,4,3,0,14,15,15,por,1
GP,LE3,4,3,home,other,2,2,0,no,yes,no,no,yes,yes,yes,4,5,0,13,14,14,por,1
GP,LE3,4,4,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,4,2,0,18,18,17,por,1
GP,LE3,4,4,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,2,4,0,14,15,15,por,1
GP,LE3,4,4,home,father,2,1,0,no,no,no,no,yes,yes,yes,1,1,0,12,13,13,por,1
GP,GT3,4,4,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,3,4,0,7,7,8,por,0
GP,GT3,4,2,reputation,mother,2,3,0,no,yes,no,no,yes,yes,yes,3,3,0,16,16,16,por,1
GP,GT3,3,2,reputation,father,1,4,0,no,yes,no,yes,no,yes,yes,2,2,0,18,18,18,por,1
GP,LE3,2,1,course,mother,2,3,1,no,no,no,yes,yes,yes,yes,3,1,0,9,10,11,por,1
GP,GT3,3,2,course,other,1,1,2,no,no,no,yes,yes,yes,no,5,3,0,14,15,15,por,1
GP,GT3,3,3,reputation,father,1,2,0,no,no,no,yes,yes,yes,no,5,3,0,10,10,11,por,1
GP,GT3,1,4,home,mother,1,2,0,yes,yes,no,no,no,yes,no,4,4,2,10,10,11,por,1
GP,GT3,2,1,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,3,3,2,12,12,15,por,1
GP,GT3,2,3,course,father,2,2,0,no,no,no,yes,yes,yes,yes,2,1,2,11,12,14,por,1
GP,GT3,4,4,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,4,4,2,15,16,17,por,1
GP,GT3,4,3,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,3,4,2,14,15,17,por,1
GP,LE3,4,3,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,2,4,8,12,12,15,por,1
GP,GT3,3,4,course,father,1,3,0,no,yes,no,yes,no,yes,yes,3,4,2,15,15,17,por,1
GP,GT3,3,3,course,father,1,2,0,no,yes,no,no,yes,yes,yes,1,4,8,11,12,14,por,1
GP,GT3,4,2,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,4,4,9,11,10,10,por,1
GP,GT3,4,4,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,4,4,0,12,11,13,por,1
GP,GT3,3,4,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,4,4,4,11,12,14,por,1
GP,GT3,4,4,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,3,4,2,14,15,17,por,1
GP,GT3,4,3,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,2,2,14,15,14,17,por,1
GP,LE3,3,3,home,mother,1,2,0,yes,yes,no,no,yes,yes,yes,3,3,0,12,12,13,por,1
GP,LE3,4,4,reputation,father,1,1,0,no,yes,no,no,yes,yes,yes,2,5,2,8,9,11,por,1
GP,GT3,1,1,course,other,3,3,0,no,no,no,yes,yes,no,no,5,5,12,10,10,11,por,1
GP,LE3,1,1,course,other,3,2,2,no,yes,no,no,no,yes,yes,3,4,2,8,8,9,por,0
GP,GT3,2,2,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,3,5,2,10,10,10,por,1
GP,GT3,2,2,course,mother,1,2,0,no,yes,no,no,yes,yes,no,2,2,4,14,13,13,por,1
GP,LE3,2,2,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,3,2,0,11,11,10,por,1
GP,GT3,3,1,course,father,1,3,0,no,yes,no,no,no,yes,yes,4,3,0,17,18,17,por,1
GP,LE3,0,2,home,father,2,3,0,no,no,no,no,yes,yes,yes,3,3,0,14,14,15,por,1
GP,GT3,1,1,home,mother,2,3,0,no,no,no,yes,yes,yes,yes,5,5,0,14,14,14,por,1
GP,GT3,4,4,course,mother,1,3,0,no,no,no,yes,yes,yes,yes,3,3,0,13,14,13,por,1
GP,GT3,3,3,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,3,5,0,17,18,17,por,1
GP,GT3,2,2,course,mother,4,1,0,no,yes,no,no,yes,yes,yes,4,5,2,11,10,10,por,1
GP,GT3,4,4,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,4,4,0,13,12,13,por,1
GP,GT3,4,4,course,mother,2,3,0,no,yes,no,no,no,yes,yes,3,3,4,15,14,15,por,1
GP,GT3,3,3,course,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,2,5,2,11,12,11,por,1
GP,GT3,3,2,home,other,1,1,0,no,yes,no,no,no,yes,no,3,4,0,11,10,10,por,1
GP,GT3,2,2,course,mother,4,2,0,no,no,no,yes,yes,yes,no,2,5,2,10,9,10,por,1
GP,GT3,2,4,course,father,1,3,0,no,yes,no,no,yes,yes,yes,4,3,0,15,15,15,por,1
GP,GT3,3,3,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,3,4,8,10,11,12,por,1
GP,GT3,2,2,course,mother,2,4,0,no,no,no,yes,yes,yes,no,4,4,6,14,13,14,por,1
GP,GT3,3,4,course,mother,1,3,0,no,no,no,no,yes,yes,yes,4,5,8,11,13,14,por,1
GP,GT3,3,2,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,3,2,0,12,13,15,por,1
GP,LE3,3,3,home,mother,1,4,0,no,yes,no,no,yes,yes,yes,3,3,4,14,14,15,por,1
GP,GT3,3,2,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,3,3,0,14,14,16,por,1
GP,GT3,4,4,home,father,1,2,0,no,yes,no,yes,yes,yes,yes,3,3,0,12,12,13,por,1
GP,LE3,3,4,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,3,3,6,16,16,17,por,1
GP,GT3,2,2,home,father,1,2,0,no,yes,no,no,yes,yes,yes,3,1,18,10,12,14,por,1
GP,GT3,2,3,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,3,3,0,11,12,14,por,1
GP,GT3,3,2,other,mother,1,3,0,no,no,no,no,yes,yes,yes,4,3,4,14,16,17,por,1
GP,GT3,4,3,course,mother,1,3,0,no,no,no,no,yes,yes,yes,3,2,4,15,14,17,por,1
GP,GT3,4,3,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,4,5,0,14,13,14,por,1
GP,GT3,4,3,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,4,3,0,11,12,13,por,1
GP,GT3,2,1,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,3,4,10,12,15,15,por,1
GP,GT3,2,1,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,3,5,4,12,16,16,por,1
GP,LE3,2,3,home,other,2,1,1,no,no,no,no,yes,no,yes,2,3,16,10,11,11,por,1
GP,GT3,3,1,home,mother,1,1,1,no,yes,yes,no,yes,yes,yes,1,2,6,10,13,13,por,1
GP,LE3,4,4,reputation,other,1,3,2,no,no,yes,yes,yes,yes,yes,3,2,0,9,12,12,por,1
GP,LE3,2,2,reputation,mother,1,2,0,no,yes,no,yes,no,no,yes,4,4,11,9,11,12,por,1
GP,LE3,3,4,reputation,other,1,2,0,no,no,no,yes,yes,yes,yes,3,5,9,13,14,15,por,1
GP,GT3,2,2,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,3,4,0,13,17,17,por,1
GP,LE3,4,4,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,4,2,2,12,15,15,por,1
GP,LE3,4,2,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,2,2,0,14,17,17,por,1
GP,LE3,1,1,course,other,2,2,2,no,yes,no,yes,yes,no,yes,3,3,21,9,10,10,por,1
GP,GT3,1,1,reputation,other,2,3,0,no,no,no,no,yes,yes,yes,2,2,8,11,15,15,por,1
GP,GT3,4,4,home,other,1,1,1,no,yes,no,no,yes,yes,yes,2,5,5,9,10,11,por,1
GP,LE3,3,2,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,4,4,10,16,18,18,por,1
GP,GT3,3,2,reputation,father,1,3,0,no,yes,no,no,yes,yes,yes,3,4,5,14,17,17,por,1
